name,date,total_ntl,total_pixels,weighted_ntl_mean,prev_weighted_ntl_mean,pct_change
Fairview,7月 2015,312.07929897308344,42,7.430459499359129,8.00677871704102,-7.197891162588221
Fairview,9月 2015,276.19178867340105,42,6.575994968414311,7.430459499359129,-11.49948439956526
Fairview,11月 2015,283.3887090682985,42,6.74735021591187,6.575994968414311,2.6057691394322644
Fairview,1月 2016,243.6967992782593,42,5.80230474472046,6.74735021591187,-14.006171918611338
Fairview,3月 2016,377.17315864563005,42,8.98031330108643,5.80230474472046,54.77148643834422
Fairview,5月 2016,304.1535301208498,42,7.24175071716309,8.98031330108643,-19.359709685329236
Fairview,7月 2016,302.45598793029774,42,7.20133304595947,7.24175071716309,-0.5581201671003355
Fairview,9月 2016,276.13799571990955,42,6.57471418380737,7.20133304595947,-8.701428723723359
Fairview,11月 2016,253.81810569763198,42,6.043288230896,6.57471418380737,-8.082875362402836
Fairview,1月 2017,390.5819435119627,42,9.29957008361816,6.043288230896,53.88261701757973
Fairview,3月 2017,393.666006088257,42,9.3730001449585,9.29957008361816,0.7896070536603762
Fairview,5月 2017,364.57178878784157,42,8.6802806854248,9.3730001449585,-7.3905841120283835
Fairview,7月 2017,333.48148441314714,42,7.9400353431701705,8.6802806854248,-8.52789637894529
Fairview,9月 2017,298.61307621002214,42,7.1098351478576705,7.9400353431701705,-10.455875313283315
Fairview,11月 2017,228.74902725219718,42,5.4464054107666,7.1098351478576705,-23.396178708760836
Fairview,1月 2018,334.2574768066405,42,7.95851135253906,5.4464054107666,46.124108513965226
Fairview,3月 2018,374.4050045013428,42,8.91440486907959,7.95851135253906,12.010958760969345
Fairview,5月 2018,331.2696847915648,42,7.88737344741821,8.91440486907959,-11.52103182147055
Fairview,7月 2018,329.52181434631365,42,7.84575748443604,7.88737344741821,-0.5276276476523736
Fairview,9月 2018,300.16339874267584,42,7.14674758911133,7.84575748443604,-8.909399719674807
Fairview,11月 2018,274.6032543182372,42,6.53817272186279,7.14674758911133,-8.51541011712453
Fairview,1月 2019,254.22393608093242,42,6.05295085906982,6.53817272186279,-7.421368070783025
Fairview,3月 2019,358.14727592468245,42,8.52731609344482,6.05295085906982,40.87866054070768
Fairview,5月 2019,332.75409793853765,42,7.92271661758423,8.52731609344482,-7.090149693469935
